
Id Ponto:;3500034025
Consulta em:;06/09/2024 16:31:57
Número de sequencia do nível d'agua;Data da medição;Hora da medição;Nível da água;Vazão;Bombeando;
1;28/07/2015;19:00;31,86;;N;
2;29/07/2015;18:00;31,87;;N;
3;30/07/2015;23:00;31,86;;N;
4;31/07/2015;00:00;31,86;;N;
5;01/08/2015;05:00;31,86;;N;
6;02/08/2015;08:00;31,84;;N;
7;03/08/2015;16:00;31,85;;N;
8;04/08/2015;03:00;31,86;;N;
9;05/08/2015;14:00;31,84;;N;
10;06/08/2015;05:00;31,83;;N;
11;07/08/2015;07:00;31,83;;N;
12;08/08/2015;19:00;31,85;;N;
13;09/08/2015;14:00;31,85;;N;
14;10/08/2015;07:00;31,87;;N;
15;11/08/2015;21:00;31,87;;N;
16;12/08/2015;20:00;31,87;;N;
17;13/08/2015;14:00;31,87;;N;
18;14/08/2015;04:00;31,87;;N;
19;15/08/2015;07:00;31,86;;N;
20;16/08/2015;02:00;31,87;;N;
21;17/08/2015;07:00;31,86;;N;
22;18/08/2015;03:00;31,85;;N;
23;19/08/2015;08:00;31,87;;N;
24;20/08/2015;08:00;31,87;;N;
25;21/08/2015;05:00;31,87;;N;
26;22/08/2015;23:00;31,84;;N;
27;23/08/2015;06:00;31,84;;N;
28;24/08/2015;00:00;31,86;;N;
29;25/08/2015;02:00;31,86;;N;
30;26/08/2015;22:00;31,84;;N;
31;27/08/2015;14:00;31,89;;N;
32;28/08/2015;22:00;31,89;;N;
33;29/08/2015;23:00;31,88;;N;
34;30/08/2015;22:00;31,87;;N;
35;31/08/2015;20:00;31,87;;N;
36;01/09/2015;02:00;31,88;;N;
37;02/09/2015;04:00;31,87;;N;
38;03/09/2015;04:00;31,86;;N;
39;04/09/2015;16:00;31,87;;N;
40;05/09/2015;23:00;31,88;;N;
41;06/09/2015;05:00;31,86;;N;
42;07/09/2015;04:00;31,83;;N;
43;08/09/2015;09:00;31,83;;N;
44;09/09/2015;15:00;31,87;;N;
45;10/09/2015;03:00;31,86;;N;
46;11/09/2015;16:00;31,88;;N;
47;12/09/2015;01:00;31,92;;N;
48;13/09/2015;01:00;31,92;;N;
49;14/09/2015;02:00;31,91;;N;
50;15/09/2015;05:00;31,88;;N;
51;16/09/2015;14:00;31,86;;N;
52;17/09/2015;01:00;31,87;;N;
53;18/09/2015;04:00;31,88;;N;
54;19/09/2015;03:00;31,89;;N;
55;20/09/2015;20:00;31,88;;N;
56;21/09/2015;06:00;31,88;;N;
57;22/09/2015;03:00;31,88;;N;
58;23/09/2015;01:00;31,88;;N;
59;24/09/2015;01:00;31,88;;N;
60;25/09/2015;14:00;31,89;;N;
61;26/09/2015;14:00;31,91;;N;
62;27/09/2015;13:00;31,90;;N;
63;28/09/2015;01:00;31,90;;N;
64;29/09/2015;20:00;31,89;;N;
65;30/09/2015;06:00;31,92;;N;
66;01/10/2015;21:00;31,91;;N;
67;02/10/2015;08:00;31,90;;N;
68;03/10/2015;19:00;31,93;;N;
69;04/10/2015;21:00;31,93;;N;
70;05/10/2015;05:00;31,93;;N;
71;06/10/2015;00:00;31,93;;N;
72;07/10/2015;06:00;31,91;;N;
73;08/10/2015;01:00;31,91;;N;
74;09/10/2015;00:00;31,92;;N;
75;10/10/2015;19:00;31,94;;N;
76;11/10/2015;17:00;31,95;;N;
77;12/10/2015;07:00;31,96;;N;
78;13/10/2015;02:00;31,94;;N;
79;14/10/2015;05:00;31,91;;N;
80;15/10/2015;05:00;31,90;;N;
81;15/10/2015;09:00;31,93;;N;
82;16/10/2015;06:00;31,94;;N;
83;17/10/2015;19:00;31,95;;N;
84;18/10/2015;22:00;31,96;;N;
85;19/10/2015;13:00;31,94;;N;
86;20/10/2015;07:00;31,93;;N;
87;21/10/2015;22:00;31,92;;N;
88;22/10/2015;06:00;31,93;;N;
