
Id Ponto:;3500034024
Consulta em:;06/09/2024 16:31:12
Número de sequencia do nível d'agua;Data da medição;Hora da medição;Nível da água;Vazão;Bombeando;
1;29/07/2015;21:00;49,05;;N;
2;30/07/2015;02:00;49,05;;N;
3;31/07/2015;18:00;49,01;;N;
4;01/08/2015;02:00;49,02;;N;
5;02/08/2015;07:00;48,99;;N;
6;03/08/2015;20:00;49,00;;N;
7;04/08/2015;05:00;49,01;;N;
8;05/08/2015;01:00;49,00;;N;
9;06/08/2015;05:00;48,97;;N;
10;07/08/2015;17:00;48,96;;N;
11;08/08/2015;18:00;48,99;;N;
12;09/08/2015;02:00;48,99;;N;
13;10/08/2015;17:00;49,00;;N;
14;11/08/2015;17:00;49,00;;N;
15;12/08/2015;07:00;48,99;;N;
16;13/08/2015;16:00;48,98;;N;
17;14/08/2015;01:00;48,98;;N;
18;15/08/2015;18:00;48,95;;N;
19;16/08/2015;17:00;48,96;;N;
20;17/08/2015;05:00;48,95;;N;
21;18/08/2015;11:00;48,92;;N;
22;19/08/2015;17:00;48,95;;N;
23;20/08/2015;02:00;48,95;;N;
24;21/08/2015;02:00;48,93;;N;
25;22/08/2015;05:00;48,90;;N;
26;23/08/2015;11:00;48,88;;N;
27;24/08/2015;19:00;48,90;;N;
28;25/08/2015;03:00;48,90;;N;
29;26/08/2015;05:00;48,88;;N;
30;27/08/2015;11:00;48,92;;N;
31;28/08/2015;03:00;48,93;;N;
32;29/08/2015;06:00;48,90;;N;
33;30/08/2015;06:00;48,88;;N;
34;31/08/2015;16:00;48,86;;N;
35;01/09/2015;03:00;48,86;;N;
36;02/09/2015;02:00;48,85;;N;
37;03/09/2015;08:00;48,82;;N;
38;04/09/2015;15:00;48,84;;N;
39;05/09/2015;03:00;48,85;;N;
40;06/09/2015;04:00;48,82;;N;
41;07/09/2015;03:00;48,77;;N;
42;08/09/2015;17:00;48,74;;N;
43;09/09/2015;18:00;48,81;;N;
44;10/09/2015;06:00;48,79;;N;
45;11/09/2015;15:00;48,81;;N;
46;12/09/2015;20:00;48,84;;N;
47;13/09/2015;04:00;48,83;;N;
