
Id Ponto:;3500027573
Consulta em:;06/09/2024 15:23:57
Número de sequencia do nível d'agua;Data da medição;Hora da medição;Nível da água;Vazão;Bombeando;
1;19/07/2011;18:00;23,27;;N;
2;20/07/2011;05:00;23,27;;N;
3;21/07/2011;23:00;23,27;;N;
4;22/07/2011;15:00;23,27;;N;
5;23/07/2011;15:00;23,27;;N;
6;24/07/2011;22:00;23,26;;N;
7;25/07/2011;06:00;23,25;;N;
8;26/07/2011;12:00;23,23;;N;
9;27/07/2011;10:00;23,23;;N;
10;28/07/2011;04:00;23,23;;N;
11;29/07/2011;09:00;23,22;;N;
12;30/07/2011;00:00;23,22;;N;
13;31/07/2011;08:00;23,23;;N;
14;01/08/2011;12:00;23,07;;N;
15;02/08/2011;12:00;22,50;;N;
16;03/08/2011;12:00;22,05;;N;
17;04/08/2011;12:00;21,83;;N;
18;05/08/2011;13:00;21,71;;N;
19;06/08/2011;16:00;21,70;;N;
20;07/08/2011;08:00;21,73;;N;
21;08/08/2011;10:00;21,76;;N;
22;09/08/2011;16:00;21,79;;N;
23;10/08/2011;11:00;21,87;;N;
24;11/08/2011;10:00;21,93;;N;
25;12/08/2011;11:00;21,99;;N;
26;13/08/2011;11:00;22,07;;N;
27;14/08/2011;13:00;22,14;;N;
28;15/08/2011;11:00;22,22;;N;
29;16/08/2011;10:00;22,28;;N;
30;17/08/2011;11:00;22,35;;N;
31;18/08/2011;22:00;22,41;;N;
32;19/08/2011;12:00;22,36;;N;
33;20/08/2011;12:00;22,18;;N;
34;21/08/2011;12:00;22,05;;N;
35;22/08/2011;12:00;21,92;;N;
36;23/08/2011;12:00;21,79;;N;
37;24/08/2011;13:00;21,70;;N;
38;25/08/2011;11:00;21,63;;N;
39;26/08/2011;09:00;21,59;;N;
40;27/08/2011;07:00;21,57;;N;
41;28/08/2011;00:00;21,58;;N;
42;29/08/2011;11:00;21,61;;N;
43;30/08/2011;11:00;21,66;;N;
44;31/08/2011;11:00;21,73;;N;
45;01/09/2011;11:00;21,80;;N;
46;02/09/2011;11:00;21,86;;N;
47;03/09/2011;11:00;21,93;;N;
48;04/09/2011;09:00;21,99;;N;
49;05/09/2011;11:00;22,05;;N;
50;06/09/2011;11:00;22,12;;N;
51;07/09/2011;14:00;22,16;;N;
52;08/09/2011;08:00;22,19;;N;
53;09/09/2011;12:00;22,06;;N;
54;10/09/2011;12:00;21,85;;N;
55;11/09/2011;12:00;21,71;;N;
56;12/09/2011;12:00;21,63;;N;
57;13/09/2011;13:00;21,59;;N;
58;14/09/2011;19:00;21,60;;N;
59;15/09/2011;16:00;21,63;;N;
60;16/09/2011;10:00;21,68;;N;
61;17/09/2011;11:00;21,73;;N;
62;18/09/2011;11:00;21,80;;N;
63;19/09/2011;09:00;21,86;;N;
64;20/09/2011;11:00;21,93;;N;
65;21/09/2011;11:00;22,00;;N;
66;22/09/2011;10:00;22,08;;N;
67;23/09/2011;16:00;22,15;;N;
68;24/09/2011;11:00;22,22;;N;
69;25/09/2011;15:00;22,30;;N;
70;26/09/2011;10:00;22,35;;N;
71;27/09/2011;16:00;22,40;;N;
72;28/09/2011;11:00;22,45;;N;
73;29/09/2011;10:00;22,49;;N;
74;30/09/2011;11:00;22,52;;N;
75;01/10/2011;06:00;22,56;;N;
76;02/10/2011;11:00;22,58;;N;
77;03/10/2011;14:00;22,62;;N;
78;04/10/2011;18:00;22,67;;N;
79;05/10/2011;13:00;22,69;;N;
80;06/10/2011;11:00;22,72;;N;
81;07/10/2011;17:00;22,73;;N;
82;08/10/2011;19:00;22,75;;N;
83;09/10/2011;07:00;22,75;;N;
84;10/10/2011;18:00;22,74;;N;
85;11/10/2011;07:00;22,75;;N;
86;12/10/2011;02:00;22,76;;N;
87;13/10/2011;12:00;22,73;;N;
88;14/10/2011;13:00;22,62;;N;
89;15/10/2011;12:00;22,51;;N;
90;16/10/2011;11:00;22,40;;N;
91;17/10/2011;13:00;22,34;;N;
92;18/10/2011;12:00;22,26;;N;
93;19/10/2011;13:00;22,18;;N;
94;20/10/2011;11:00;22,12;;N;
95;21/10/2011;12:00;22,08;;N;
96;22/10/2011;05:00;22,07;;N;
97;23/10/2011;13:00;22,07;;N;
98;24/10/2011;13:00;22,08;;N;
99;25/10/2011;06:00;22,08;;N;
100;26/10/2011;11:00;22,11;;N;
101;27/10/2011;15:00;22,14;;N;
102;28/10/2011;11:00;22,18;;N;
103;29/10/2011;03:00;22,21;;N;
104;30/10/2011;11:00;22,22;;N;
105;31/10/2011;12:00;22,27;;N;
106;01/11/2011;13:00;22,31;;N;
107;02/11/2011;10:00;22,34;;N;
108;03/11/2011;08:00;22,36;;N;
109;04/11/2011;17:00;22,38;;N;
110;05/11/2011;08:00;22,41;;N;
111;06/11/2011;09:00;22,44;;N;
112;07/11/2011;10:00;22,47;;N;
113;08/11/2011;17:00;22,49;;N;
114;09/11/2011;17:00;22,52;;N;
115;10/11/2011;15:00;22,55;;N;
116;11/11/2011;04:00;22,58;;N;
117;12/11/2011;09:00;22,60;;N;
