
Id Ponto:;3500028108
Consulta em:;06/09/2024 15:36:59
Número de sequencia do nível d'agua;Data da medição;Hora da medição;Nível da água;Vazão;Bombeando;
1;25/07/2011;20:00;33,28;;N;
2;26/07/2011;04:00;33,30;;N;
3;27/07/2011;05:00;33,28;;N;
4;28/07/2011;13:00;33,25;;N;
5;29/07/2011;05:00;33,24;;N;
6;30/07/2011;00:00;33,24;;N;
7;31/07/2011;02:00;33,24;;N;
8;01/08/2011;07:00;33,26;;N;
9;02/08/2011;06:00;33,26;;N;
10;03/08/2011;08:00;33,29;;N;
11;04/08/2011;12:00;33,27;;N;
12;05/08/2011;05:00;33,22;;N;
13;06/08/2011;02:00;33,21;;N;
14;07/08/2011;04:00;33,20;;N;
15;08/08/2011;05:00;33,19;;N;
16;09/08/2011;03:00;33,18;;N;
17;10/08/2011;21:00;33,17;;N;
18;11/08/2011;03:00;33,17;;N;
19;12/08/2011;23:00;33,14;;N;
20;13/08/2011;01:00;33,15;;N;
21;14/08/2011;04:00;33,16;;N;
22;15/08/2011;05:00;33,13;;N;
23;16/08/2011;06:00;33,13;;N;
24;17/08/2011;22:00;33,13;;N;
25;18/08/2011;12:00;33,09;;N;
26;19/08/2011;01:00;33,09;;N;
27;20/08/2011;06:00;33,20;;N;
28;21/08/2011;05:00;33,19;;N;
29;22/08/2011;07:00;33,15;;N;
30;23/08/2011;23:00;33,14;;N;
31;24/08/2011;04:00;33,11;;N;
32;25/08/2011;20:00;33,10;;N;
33;26/08/2011;05:00;33,09;;N;
34;27/08/2011;23:00;33,06;;N;
35;28/08/2011;03:00;33,07;;N;
36;29/08/2011;06:00;33,06;;N;
37;30/08/2011;06:00;33,06;;N;
38;31/08/2011;06:00;33,11;;N;
39;01/09/2011;04:00;33,10;;N;
40;02/09/2011;05:00;33,07;;N;
41;03/09/2011;12:00;33,05;;N;
42;04/09/2011;21:00;33,03;;N;
43;05/09/2011;02:00;33,04;;N;
44;06/09/2011;03:00;33,03;;N;
45;07/09/2011;04:00;33,02;;N;
