# Processado em: 2025-03-09T18:27:33.165064
,data_da_medicao,niveldagua_m,date,tempo_s
0,24/03/2012,23.61,2012-03-24,385862400.0
1,25/03/2012,23.62,2012-03-25,385948800.0
2,26/03/2012,23.62,2012-03-26,386035200.0
3,27/03/2012,23.63,2012-03-27,386121600.0
4,28/03/2012,23.63,2012-03-28,386208000.0
5,29/03/2012,23.63,2012-03-29,386294400.0
6,30/03/2012,23.64,2012-03-30,386380800.0
7,31/03/2012,23.64,2012-03-31,386467200.0
8,01/04/2012,23.64,2012-04-01,386553600.0
9,02/04/2012,23.64,2012-04-02,386640000.0
10,03/04/2012,23.65,2012-04-03,386726400.0
11,04/04/2012,23.65,2012-04-04,386812800.0
12,05/04/2012,23.65,2012-04-05,386899200.0
13,06/04/2012,23.66,2012-04-06,386985600.0
14,07/04/2012,23.66,2012-04-07,387072000.0
15,08/04/2012,23.67,2012-04-08,387158400.0
16,09/04/2012,23.67,2012-04-09,387244800.0
17,10/04/2012,23.68,2012-04-10,387331200.0
18,11/04/2012,23.68,2012-04-11,387417600.0
19,12/04/2012,23.68,2012-04-12,387504000.0
20,13/04/2012,23.68,2012-04-13,387590400.0
21,14/04/2012,23.69,2012-04-14,387676800.0
22,15/04/2012,23.69,2012-04-15,387763200.0
23,16/04/2012,23.7,2012-04-16,387849600.0
24,17/04/2012,23.71,2012-04-17,387936000.0
25,18/04/2012,23.71,2012-04-18,388022400.0
26,19/04/2012,23.7,2012-04-19,388108800.0
27,20/04/2012,23.71,2012-04-20,388195200.0
28,21/04/2012,23.72,2012-04-21,388281600.0
29,22/04/2012,23.72,2012-04-22,388368000.0
30,23/04/2012,23.72,2012-04-23,388454400.0
31,24/04/2012,23.72,2012-04-24,388540800.0
32,25/04/2012,23.73,2012-04-25,388627200.0
33,26/04/2012,23.72,2012-04-26,388713600.0
34,27/04/2012,23.74,2012-04-27,388800000.0
35,28/04/2012,23.74,2012-04-28,388886400.0
36,29/04/2012,23.75,2012-04-29,388972800.0
37,30/04/2012,23.76,2012-04-30,389059200.0
38,01/05/2012,23.76,2012-05-01,389145600.0
39,02/05/2012,23.76,2012-05-02,389232000.0
40,03/05/2012,23.77,2012-05-03,389318400.0
41,04/05/2012,23.77,2012-05-04,389404800.0
42,05/05/2012,23.77,2012-05-05,389491200.0
43,06/05/2012,23.77,2012-05-06,389577600.0
44,07/05/2012,23.78,2012-05-07,389664000.0
45,08/05/2012,23.78,2012-05-08,389750400.0
46,09/05/2012,23.77,2012-05-09,389836800.0
47,10/05/2012,23.77,2012-05-10,389923200.0
48,11/05/2012,23.78,2012-05-11,390009600.0
49,12/05/2012,23.79,2012-05-12,390096000.0
50,13/05/2012,23.8,2012-05-13,390182400.0
51,14/05/2012,23.81,2012-05-14,390268800.0
52,15/05/2012,23.81,2012-05-15,390355200.0
53,16/05/2012,23.81,2012-05-16,390441600.0
54,17/05/2012,23.81,2012-05-17,390528000.0
55,18/05/2012,23.82,2012-05-18,390614400.0
56,19/05/2012,23.82,2012-05-19,390700800.0
57,20/05/2012,23.83,2012-05-20,390787200.0
58,21/05/2012,23.83,2012-05-21,390873600.0
59,22/05/2012,23.83,2012-05-22,390960000.0
60,23/05/2012,23.83,2012-05-23,391046400.0
61,24/05/2012,23.83,2012-05-24,391132800.0
62,25/05/2012,23.84,2012-05-25,391219200.0
63,26/05/2012,23.84,2012-05-26,391305600.0
