# Processado em: 2025-03-12T19:28:59.500260
,data_da_medicao,niveldagua_m,date,tempo_s
0,21/04/2011,13.32,2011-04-21,356659200.0
1,22/04/2011,13.32,2011-04-22,356745600.0
2,23/04/2011,13.31,2011-04-23,356832000.0
3,24/04/2011,13.3,2011-04-24,356918400.0
4,25/04/2011,13.29,2011-04-25,357004800.0
5,26/04/2011,13.27,2011-04-26,357091200.0
6,27/04/2011,13.25,2011-04-27,357177600.0
7,28/04/2011,13.26,2011-04-28,357264000.0
8,29/04/2011,13.25,2011-04-29,357350400.0
9,30/04/2011,13.24,2011-04-30,357436800.0
10,01/05/2011,13.24,2011-05-01,357523200.0
11,02/05/2011,13.26,2011-05-02,357609600.0
12,03/05/2011,13.24,2011-05-03,357696000.0
13,04/05/2011,13.24,2011-05-04,357782400.0
14,05/05/2011,13.25,2011-05-05,357868800.0
15,06/05/2011,13.24,2011-05-06,357955200.0
16,07/05/2011,13.22,2011-05-07,358041600.0
17,08/05/2011,13.21,2011-05-08,358128000.0
18,09/05/2011,13.22,2011-05-09,358214400.0
19,10/05/2011,13.2,2011-05-10,358300800.0
20,11/05/2011,13.2,2011-05-11,358387200.0
21,12/05/2011,13.2,2011-05-12,358473600.0
22,13/05/2011,13.19,2011-05-13,358560000.0
23,14/05/2011,13.18,2011-05-14,358646400.0
24,15/05/2011,13.18,2011-05-15,358732800.0
25,16/05/2011,13.18,2011-05-16,358819200.0
26,17/05/2011,13.18,2011-05-17,358905600.0
27,18/05/2011,13.17,2011-05-18,358992000.0
28,19/05/2011,13.16,2011-05-19,359078400.0
29,20/05/2011,13.14,2011-05-20,359164800.0
30,21/05/2011,13.14,2011-05-21,359251200.0
31,22/05/2011,13.14,2011-05-22,359337600.0
32,23/05/2011,13.12,2011-05-23,359424000.0
33,24/05/2011,13.1,2011-05-24,359510400.0
34,25/05/2011,13.09,2011-05-25,359596800.0
35,26/05/2011,13.09,2011-05-26,359683200.0
36,27/05/2011,13.11,2011-05-27,359769600.0
37,28/05/2011,13.1,2011-05-28,359856000.0
38,29/05/2011,13.09,2011-05-29,359942400.0
39,30/05/2011,13.08,2011-05-30,360028800.0
40,31/05/2011,13.07,2011-05-31,360115200.0
41,01/06/2011,13.06,2011-06-01,360201600.0
42,02/06/2011,13.03,2011-06-02,360288000.0
43,03/06/2011,13.04,2011-06-03,360374400.0
44,04/06/2011,13.03,2011-06-04,360460800.0
45,05/06/2011,13.04,2011-06-05,360547200.0
46,06/06/2011,13.04,2011-06-06,360633600.0
47,07/06/2011,13.04,2011-06-07,360720000.0
48,08/06/2011,13.04,2011-06-08,360806400.0
49,09/06/2011,13.03,2011-06-09,360892800.0
50,10/06/2011,13.03,2011-06-10,360979200.0
51,11/06/2011,13.02,2011-06-11,361065600.0
52,12/06/2011,13.0,2011-06-12,361152000.0
53,13/06/2011,12.99,2011-06-13,361238400.0
54,14/06/2011,12.98,2011-06-14,361324800.0
55,15/06/2011,13.01,2011-06-15,361411200.0
56,16/06/2011,13.03,2011-06-16,361497600.0
57,17/06/2011,13.03,2011-06-17,361584000.0
58,18/06/2011,13.03,2011-06-18,361670400.0
59,19/06/2011,13.02,2011-06-19,361756800.0
60,20/06/2011,13.03,2011-06-20,361843200.0
61,21/06/2011,13.02,2011-06-21,361929600.0
62,22/06/2011,13.02,2011-06-22,362016000.0
63,23/06/2011,13.0,2011-06-23,362102400.0
64,24/06/2011,12.99,2011-06-24,362188800.0
65,25/06/2011,13.0,2011-06-25,362275200.0
66,26/06/2011,12.99,2011-06-26,362361600.0
67,27/06/2011,12.99,2011-06-27,362448000.0
68,28/06/2011,13.01,2011-06-28,362534400.0
69,29/06/2011,13.0,2011-06-29,362620800.0
70,30/06/2011,13.0,2011-06-30,362707200.0
71,01/07/2011,13.03,2011-07-01,362793600.0
72,02/07/2011,13.13,2011-07-02,362880000.0
73,03/07/2011,13.17,2011-07-03,362966400.0
74,04/07/2011,13.16,2011-07-04,363052800.0
75,05/07/2011,13.17,2011-07-05,363139200.0
76,06/07/2011,13.17,2011-07-06,363225600.0
77,07/07/2011,13.17,2011-07-07,363312000.0
78,08/07/2011,13.15,2011-07-08,363398400.0
79,09/07/2011,13.14,2011-07-09,363484800.0
80,10/07/2011,13.14,2011-07-10,363571200.0
81,11/07/2011,13.15,2011-07-11,363657600.0
82,12/07/2011,13.14,2011-07-12,363744000.0
83,13/07/2011,13.13,2011-07-13,363830400.0
84,14/07/2011,13.14,2011-07-14,363916800.0
85,15/07/2011,13.15,2011-07-15,364003200.0
86,16/07/2011,13.15,2011-07-16,364089600.0
87,17/07/2011,13.14,2011-07-17,364176000.0
88,18/07/2011,13.12,2011-07-18,364262400.0
89,19/07/2011,13.15,2011-07-19,364348800.0
90,20/07/2011,13.16,2011-07-20,364435200.0
91,21/07/2011,13.16,2011-07-21,364521600.0
92,22/07/2011,13.16,2011-07-22,364608000.0
93,23/07/2011,13.17,2011-07-23,364694400.0
94,24/07/2011,13.18,2011-07-24,364780800.0
95,25/07/2011,13.17,2011-07-25,364867200.0
96,26/07/2011,13.19,2011-07-26,364953600.0
