
Id Ponto:;3500034022
Consulta em:;06/09/2024 16:26:32
Número de sequencia do nível d'agua;Data da medição;Hora da medição;Nível da água;Vazão;Bombeando;
1;22/06/2015;13:00;11,18;;N;
2;23/06/2015;07:00;11,19;;N;
3;24/06/2015;16:00;11,19;;N;
4;25/06/2015;13:00;11,20;;N;
5;26/06/2015;08:00;11,21;;N;
6;27/06/2015;00:00;11,22;;N;
7;28/06/2015;13:00;11,22;;N;
8;29/06/2015;07:00;11,23;;N;
9;30/06/2015;08:00;11,24;;N;
10;01/07/2015;06:00;11,25;;N;
11;02/07/2015;18:00;11,25;;N;
12;03/07/2015;15:00;11,26;;N;
13;04/07/2015;11:00;11,28;;N;
14;05/07/2015;11:00;11,28;;N;
15;06/07/2015;12:00;11,29;;N;
16;07/07/2015;09:00;11,30;;N;
17;08/07/2015;08:00;11,31;;N;
18;09/07/2015;01:00;11,32;;N;
19;10/07/2015;18:00;11,32;;N;
20;11/07/2015;18:00;11,33;;N;
21;12/07/2015;07:00;11,34;;N;
22;13/07/2015;13:00;11,35;;N;
23;14/07/2015;16:00;11,36;;N;
24;15/07/2015;15:00;11,37;;N;
25;16/07/2015;12:00;11,38;;N;
26;17/07/2015;15:00;11,39;;N;
27;18/07/2015;12:00;11,40;;N;
28;19/07/2015;07:00;11,41;;N;
29;20/07/2015;09:00;11,42;;N;
30;21/07/2015;09:00;11,43;;N;
31;22/07/2015;09:00;11,44;;N;
32;23/07/2015;09:00;11,45;;N;
33;24/07/2015;06:00;11,46;;N;
34;25/07/2015;19:00;11,48;;N;
35;26/07/2015;11:00;11,48;;N;
36;27/07/2015;08:00;11,49;;N;
37;28/07/2015;11:00;11,50;;N;
38;29/07/2015;14:00;11,51;;N;
39;30/07/2015;09:00;11,52;;N;
40;31/07/2015;08:00;11,53;;N;
41;01/08/2015;07:00;11,54;;N;
42;02/08/2015;07:00;11,55;;N;
43;03/08/2015;12:00;11,56;;N;
44;04/08/2015;08:00;11,57;;N;
45;05/08/2015;07:00;11,58;;N;
46;06/08/2015;17:00;11,58;;N;
47;07/08/2015;07:00;11,60;;N;
48;08/08/2015;08:00;11,61;;N;
49;09/08/2015;07:00;11,62;;N;
50;10/08/2015;09:00;11,63;;N;
51;11/08/2015;06:00;11,64;;N;
52;12/08/2015;08:00;11,65;;N;
53;13/08/2015;08:00;11,66;;N;
54;14/08/2015;05:00;11,67;;N;
55;15/08/2015;08:00;11,68;;N;
56;16/08/2015;07:00;11,69;;N;
57;17/08/2015;01:00;11,70;;N;
58;18/08/2015;06:00;11,71;;N;
59;19/08/2015;07:00;11,72;;N;
60;20/08/2015;06:00;11,73;;N;
61;21/08/2015;00:00;11,74;;N;
