
Id Ponto:;3500029467
Consulta em:;06/09/2024 16:02:46
Número de sequencia do nível d'agua;Data da medição;Hora da medição;Nível da água;Vazão;Bombeando;
1;27/03/2012;12:00;25,57;;N;
2;28/03/2012;12:00;25,58;;N;
3;29/03/2012;12:00;25,59;;N;
4;30/03/2012;12:00;25,61;;N;
5;31/03/2012;12:00;25,61;;N;
6;01/04/2012;12:00;25,60;;N;
7;02/04/2012;12:00;25,58;;N;
8;03/04/2012;12:00;25,58;;N;
9;04/04/2012;12:00;25,57;;N;
10;05/04/2012;12:00;25,56;;N;
11;06/04/2012;12:00;25,56;;N;
12;07/04/2012;12:00;25,56;;N;
13;08/04/2012;12:00;25,56;;N;
14;09/04/2012;12:00;25,57;;N;
15;10/04/2012;12:00;25,59;;N;
16;11/04/2012;12:00;25,61;;N;
17;12/04/2012;12:00;25,60;;N;
18;13/04/2012;12:00;25,58;;N;
19;14/04/2012;12:00;25,57;;N;
20;15/04/2012;12:00;25,58;;N;
21;16/04/2012;12:00;25,59;;N;
22;17/04/2012;12:00;25,62;;N;
23;18/04/2012;12:00;25,63;;N;
24;19/04/2012;12:00;25,61;;N;
25;20/04/2012;12:00;25,58;;N;
26;21/04/2012;12:00;25,60;;N;
27;22/04/2012;12:00;25,62;;N;
28;23/04/2012;12:00;25,62;;N;
29;24/04/2012;12:00;25,62;;N;
30;25/04/2012;12:00;25,61;;N;
31;26/04/2012;12:00;25,56;;N;
32;27/04/2012;12:00;25,60;;N;
33;28/04/2012;12:00;25,60;;N;
34;29/04/2012;12:00;25,62;;N;
35;30/04/2012;12:00;25,67;;N;
36;01/05/2012;12:00;25,68;;N;
37;02/05/2012;12:00;25,69;;N;
38;03/05/2012;12:00;25,69;;N;
39;04/05/2012;12:00;25,69;;N;
40;05/05/2012;12:00;25,68;;N;
41;06/05/2012;12:00;25,68;;N;
42;07/05/2012;12:00;25,70;;N;
43;08/05/2012;12:00;25,71;;N;
44;09/05/2012;12:00;25,67;;N;
45;10/05/2012;12:00;25,63;;N;
46;11/05/2012;12:00;25,62;;N;
47;12/05/2012;12:00;25,62;;N;
48;13/05/2012;12:00;25,64;;N;
49;14/05/2012;12:00;25,67;;N;
50;15/05/2012;12:00;25,69;;N;
51;16/05/2012;12:00;25,69;;N;
52;17/05/2012;12:00;25,70;;N;
53;18/05/2012;12:00;25,70;;N;
54;19/05/2012;12:00;25,70;;N;
55;20/05/2012;12:00;25,70;;N;
56;21/05/2012;12:00;25,72;;N;
57;22/05/2012;12:00;25,71;;N;
58;23/05/2012;12:00;25,70;;N;
59;24/05/2012;12:00;25,67;;N;
60;25/05/2012;12:00;25,67;;N;
61;26/05/2012;12:00;25,68;;N;
62;27/05/2012;12:00;25,69;;N;
63;28/05/2012;12:00;25,72;;N;
64;29/05/2012;12:00;25,71;;N;
65;30/05/2012;12:00;25,69;;N;
66;31/05/2012;12:00;25,70;;N;
67;01/06/2012;12:00;25,72;;N;
68;02/06/2012;12:00;25,71;;N;
69;03/06/2012;12:00;25,67;;N;
70;04/06/2012;12:00;25,65;;N;
71;05/06/2012;12:00;25,71;;N;
72;06/06/2012;12:00;25,75;;N;
73;07/06/2012;12:00;25,76;;N;
74;08/06/2012;12:00;25,76;;N;
75;09/06/2012;12:00;25,76;;N;
76;10/06/2012;12:00;25,74;;N;
77;11/06/2012;12:00;25,73;;N;
78;12/06/2012;12:00;25,73;;N;
79;13/06/2012;12:00;25,74;;N;
80;14/06/2012;12:00;25,75;;N;
81;15/06/2012;12:00;25,74;;N;
82;16/06/2012;12:00;25,73;;N;
83;17/06/2012;12:00;25,73;;N;
84;18/06/2012;12:00;25,69;;N;
85;19/06/2012;12:00;25,69;;N;
86;20/06/2012;12:00;25,67;;N;
87;21/06/2012;12:00;25,68;;N;
88;22/06/2012;12:00;25,71;;N;
89;23/06/2012;12:00;25,75;;N;
90;24/06/2012;12:00;25,75;;N;
91;25/06/2012;12:00;25,73;;N;
92;26/06/2012;12:00;25,74;;N;
93;27/06/2012;12:00;25,73;;N;
94;28/06/2012;12:00;25,71;;N;
95;29/06/2012;12:00;25,69;;N;
96;30/06/2012;12:00;25,68;;N;
97;01/07/2012;12:00;25,67;;N;
98;02/07/2012;12:00;25,66;;N;
99;03/07/2012;12:00;25,66;;N;
100;04/07/2012;12:00;25,63;;N;
101;05/07/2012;12:00;25,61;;N;
102;06/07/2012;12:00;25,59;;N;
103;07/07/2012;12:00;25,63;;N;
104;08/07/2012;12:00;25,65;;N;
105;09/07/2012;12:00;25,63;;N;
106;10/07/2012;12:00;25,58;;N;
107;11/07/2012;12:00;25,52;;N;
108;12/07/2012;12:00;25,51;;N;
109;13/07/2012;12:00;25,57;;N;
110;14/07/2012;12:00;25,58;;N;
111;15/07/2012;12:00;25,57;;N;
112;16/07/2012;12:00;25,56;;N;
113;17/07/2012;12:00;25,55;;N;
114;18/07/2012;12:00;25,55;;N;
115;19/07/2012;12:00;25,53;;N;
116;20/07/2012;12:00;25,49;;N;
117;21/07/2012;12:00;25,46;;N;
118;22/07/2012;12:00;25,46;;N;
119;23/07/2012;12:00;25,46;;N;
120;24/07/2012;12:00;25,43;;N;
121;25/07/2012;12:00;25,40;;N;
