# Processado em: 2025-03-10T16:59:04.072434
,data_da_medicao,niveldagua_m,date,tempo_s
0,20/04/2011,24.27,2011-04-20,356572800.0
1,21/04/2011,24.14,2011-04-21,356659200.0
2,22/04/2011,24.33,2011-04-22,356745600.0
3,23/04/2011,24.28,2011-04-23,356832000.0
4,24/04/2011,24.39,2011-04-24,356918400.0
5,25/04/2011,24.53,2011-04-25,357004800.0
6,26/04/2011,24.52,2011-04-26,357091200.0
7,27/04/2011,24.53,2011-04-27,357177600.0
8,28/04/2011,24.53,2011-04-28,357264000.0
9,29/04/2011,24.51,2011-04-29,357350400.0
10,30/04/2011,24.6,2011-04-30,357436800.0
11,01/05/2011,24.71,2011-05-01,357523200.0
12,02/05/2011,24.67,2011-05-02,357609600.0
13,03/05/2011,24.69,2011-05-03,357696000.0
14,04/05/2011,24.68,2011-05-04,357782400.0
15,05/05/2011,24.72,2011-05-05,357868800.0
16,06/05/2011,24.8,2011-05-06,357955200.0
17,07/05/2011,24.65,2011-05-07,358041600.0
18,08/05/2011,24.61,2011-05-08,358128000.0
19,09/05/2011,24.8,2011-05-09,358214400.0
20,10/05/2011,24.89,2011-05-10,358300800.0
21,11/05/2011,24.83,2011-05-11,358387200.0
22,12/05/2011,24.67,2011-05-12,358473600.0
23,13/05/2011,24.67,2011-05-13,358560000.0
24,14/05/2011,24.56,2011-05-14,358646400.0
25,15/05/2011,24.41,2011-05-15,358732800.0
26,16/05/2011,24.6,2011-05-16,358819200.0
27,17/05/2011,24.7,2011-05-17,358905600.0
28,18/05/2011,24.68,2011-05-18,358992000.0
29,19/05/2011,24.55,2011-05-19,359078400.0
30,20/05/2011,24.68,2011-05-20,359164800.0
31,21/05/2011,24.58,2011-05-21,359251200.0
32,22/05/2011,24.67,2011-05-22,359337600.0
33,23/05/2011,24.63,2011-05-23,359424000.0
34,24/05/2011,24.84,2011-05-24,359510400.0
35,25/05/2011,24.83,2011-05-25,359596800.0
36,26/05/2011,24.85,2011-05-26,359683200.0
37,27/05/2011,24.99,2011-05-27,359769600.0
38,28/05/2011,24.73,2011-05-28,359856000.0
39,29/05/2011,24.68,2011-05-29,359942400.0
40,30/05/2011,24.87,2011-05-30,360028800.0
41,31/05/2011,24.86,2011-05-31,360115200.0
42,01/06/2011,24.71,2011-06-01,360201600.0
43,02/06/2011,24.93,2011-06-02,360288000.0
44,03/06/2011,24.93,2011-06-03,360374400.0
45,04/06/2011,24.83,2011-06-04,360460800.0
46,05/06/2011,24.63,2011-06-05,360547200.0
47,06/06/2011,24.67,2011-06-06,360633600.0
48,07/06/2011,24.83,2011-06-07,360720000.0
49,08/06/2011,24.87,2011-06-08,360806400.0
50,09/06/2011,24.98,2011-06-09,360892800.0
51,10/06/2011,24.92,2011-06-10,360979200.0
52,11/06/2011,24.83,2011-06-11,361065600.0
53,12/06/2011,24.64,2011-06-12,361152000.0
54,13/06/2011,24.73,2011-06-13,361238400.0
55,14/06/2011,24.66,2011-06-14,361324800.0
56,15/06/2011,24.77,2011-06-15,361411200.0
57,16/06/2011,24.79,2011-06-16,361497600.0
58,17/06/2011,24.86,2011-06-17,361584000.0
59,18/06/2011,24.71,2011-06-18,361670400.0
60,19/06/2011,24.67,2011-06-19,361756800.0
61,20/06/2011,24.64,2011-06-20,361843200.0
62,21/06/2011,24.91,2011-06-21,361929600.0
63,22/06/2011,24.96,2011-06-22,362016000.0
64,23/06/2011,24.88,2011-06-23,362102400.0
65,24/06/2011,24.94,2011-06-24,362188800.0
66,25/06/2011,24.85,2011-06-25,362275200.0
67,26/06/2011,24.8,2011-06-26,362361600.0
68,27/06/2011,24.77,2011-06-27,362448000.0
69,28/06/2011,24.86,2011-06-28,362534400.0
70,29/06/2011,24.78,2011-06-29,362620800.0
71,30/06/2011,24.85,2011-06-30,362707200.0
72,01/07/2011,24.97,2011-07-01,362793600.0
73,02/07/2011,24.92,2011-07-02,362880000.0
74,03/07/2011,24.9,2011-07-03,362966400.0
75,04/07/2011,24.99,2011-07-04,363052800.0
76,05/07/2011,24.96,2011-07-05,363139200.0
77,06/07/2011,24.98,2011-07-06,363225600.0
78,07/07/2011,25.2,2011-07-07,363312000.0
79,08/07/2011,25.23,2011-07-08,363398400.0
80,09/07/2011,25.33,2011-07-09,363484800.0
81,10/07/2011,25.11,2011-07-10,363571200.0
82,11/07/2011,25.32,2011-07-11,363657600.0
83,12/07/2011,25.53,2011-07-12,363744000.0
84,13/07/2011,25.45,2011-07-13,363830400.0
85,14/07/2011,25.3,2011-07-14,363916800.0
86,15/07/2011,25.67,2011-07-15,364003200.0
87,16/07/2011,25.33,2011-07-16,364089600.0
88,17/07/2011,25.53,2011-07-17,364176000.0
89,18/07/2011,25.58,2011-07-18,364262400.0
90,19/07/2011,25.63,2011-07-19,364348800.0
91,20/07/2011,25.46,2011-07-20,364435200.0
92,21/07/2011,25.93,2011-07-21,364521600.0
93,22/07/2011,25.78,2011-07-22,364608000.0
94,23/07/2011,25.6,2011-07-23,364694400.0
95,24/07/2011,25.56,2011-07-24,364780800.0
96,25/07/2011,25.84,2011-07-25,364867200.0
97,26/07/2011,25.76,2011-07-26,364953600.0
98,27/07/2011,25.92,2011-07-27,365040000.0
99,28/07/2011,25.92,2011-07-28,365126400.0
100,29/07/2011,25.92,2011-07-29,365212800.0
101,30/07/2011,26.1,2011-07-30,365299200.0
102,31/07/2011,26.07,2011-07-31,365385600.0
103,01/08/2011,25.68,2011-08-01,365472000.0
104,02/08/2011,26.1,2011-08-02,365558400.0
105,03/08/2011,25.91,2011-08-03,365644800.0
106,04/08/2011,25.77,2011-08-04,365731200.0
107,05/08/2011,26.07,2011-08-05,365817600.0
108,06/08/2011,25.98,2011-08-06,365904000.0
109,07/08/2011,25.93,2011-08-07,365990400.0
110,08/08/2011,25.96,2011-08-08,366076800.0
111,09/08/2011,26.17,2011-08-09,366163200.0
112,10/08/2011,26.22,2011-08-10,366249600.0
113,11/08/2011,26.12,2011-08-11,366336000.0
114,12/08/2011,26.05,2011-08-12,366422400.0
115,13/08/2011,26.07,2011-08-13,366508800.0
116,14/08/2011,25.97,2011-08-14,366595200.0
117,15/08/2011,25.95,2011-08-15,366681600.0
118,16/08/2011,26.44,2011-08-16,366768000.0
119,17/08/2011,26.18,2011-08-17,366854400.0
120,18/08/2011,26.27,2011-08-18,366940800.0
121,19/08/2011,26.23,2011-08-19,367027200.0
122,20/08/2011,26.51,2011-08-20,367113600.0
123,21/08/2011,26.17,2011-08-21,367200000.0
124,22/08/2011,26.08,2011-08-22,367286400.0
125,23/08/2011,26.43,2011-08-23,367372800.0
126,24/08/2011,26.3,2011-08-24,367459200.0
127,25/08/2011,26.41,2011-08-25,367545600.0
128,26/08/2011,26.44,2011-08-26,367632000.0
129,27/08/2011,26.31,2011-08-27,367718400.0
130,28/08/2011,26.26,2011-08-28,367804800.0
131,29/08/2011,26.35,2011-08-29,367891200.0
132,30/08/2011,26.53,2011-08-30,367977600.0
133,31/08/2011,26.53,2011-08-31,368064000.0
134,01/09/2011,26.49,2011-09-01,368150400.0
135,02/09/2011,26.7,2011-09-02,368236800.0
136,03/09/2011,26.64,2011-09-03,368323200.0
137,04/09/2011,26.48,2011-09-04,368409600.0
138,05/09/2011,26.58,2011-09-05,368496000.0
139,06/09/2011,26.67,2011-09-06,368582400.0
140,07/09/2011,26.46,2011-09-07,368668800.0
141,08/09/2011,26.74,2011-09-08,368755200.0
142,09/09/2011,26.85,2011-09-09,368841600.0
143,10/09/2011,26.64,2011-09-10,368928000.0
144,11/09/2011,26.5,2011-09-11,369014400.0
145,12/09/2011,26.48,2011-09-12,369100800.0
146,13/09/2011,26.76,2011-09-13,369187200.0
147,14/09/2011,26.77,2011-09-14,369273600.0
148,15/09/2011,26.63,2011-09-15,369360000.0
149,16/09/2011,26.59,2011-09-16,369446400.0
150,17/09/2011,26.65,2011-09-17,369532800.0
151,18/09/2011,26.51,2011-09-18,369619200.0
152,19/09/2011,26.7,2011-09-19,369705600.0
153,20/09/2011,26.71,2011-09-20,369792000.0
154,21/09/2011,26.7,2011-09-21,369878400.0
155,22/09/2011,26.7,2011-09-22,369964800.0
156,23/09/2011,27.09,2011-09-23,370051200.0
157,24/09/2011,26.82,2011-09-24,370137600.0
158,25/09/2011,27.01,2011-09-25,370224000.0
159,26/09/2011,27.09,2011-09-26,370310400.0
160,27/09/2011,27.11,2011-09-27,370396800.0
161,28/09/2011,26.99,2011-09-28,370483200.0
162,29/09/2011,27.07,2011-09-29,370569600.0
163,30/09/2011,26.85,2011-09-30,370656000.0
164,01/10/2011,26.96,2011-10-01,370742400.0
165,02/10/2011,26.82,2011-10-02,370828800.0
166,03/10/2011,27.0,2011-10-03,370915200.0
167,04/10/2011,27.01,2011-10-04,371001600.0
168,05/10/2011,26.95,2011-10-05,371088000.0
169,06/10/2011,26.93,2011-10-06,371174400.0
170,07/10/2011,26.8,2011-10-07,371260800.0
171,08/10/2011,26.81,2011-10-08,371347200.0
172,09/10/2011,26.64,2011-10-09,371433600.0
173,10/10/2011,26.69,2011-10-10,371520000.0
174,11/10/2011,26.94,2011-10-11,371606400.0
175,12/10/2011,26.75,2011-10-12,371692800.0
176,13/10/2011,26.68,2011-10-13,371779200.0
177,14/10/2011,26.56,2011-10-14,371865600.0
178,15/10/2011,26.48,2011-10-15,371952000.0
179,16/10/2011,26.31,2011-10-16,372038400.0
180,17/10/2011,26.2,2011-10-17,372124800.0
181,18/10/2011,26.46,2011-10-18,372211200.0
182,19/10/2011,26.42,2011-10-19,372297600.0
183,20/10/2011,26.39,2011-10-20,372384000.0
184,21/10/2011,26.27,2011-10-21,372470400.0
185,22/10/2011,26.25,2011-10-22,372556800.0
186,23/10/2011,26.1,2011-10-23,372643200.0
187,24/10/2011,26.38,2011-10-24,372729600.0
188,25/10/2011,26.33,2011-10-25,372816000.0
189,26/10/2011,26.23,2011-10-26,372902400.0
190,27/10/2011,26.37,2011-10-27,372988800.0
191,28/10/2011,26.67,2011-10-28,373075200.0
192,29/10/2011,26.48,2011-10-29,373161600.0
193,30/10/2011,26.38,2011-10-30,373248000.0
194,31/10/2011,26.22,2011-10-31,373334400.0
195,01/11/2011,26.23,2011-11-01,373420800.0
196,02/11/2011,26.26,2011-11-02,373507200.0
197,03/11/2011,26.43,2011-11-03,373593600.0
198,04/11/2011,26.55,2011-11-04,373680000.0
199,05/11/2011,26.47,2011-11-05,373766400.0
200,06/11/2011,26.47,2011-11-06,373852800.0
201,07/11/2011,26.43,2011-11-07,373939200.0
202,08/11/2011,26.39,2011-11-08,374025600.0
203,09/11/2011,26.36,2011-11-09,374112000.0
204,10/11/2011,26.45,2011-11-10,374198400.0
205,11/11/2011,26.47,2011-11-11,374284800.0
206,12/11/2011,26.55,2011-11-12,374371200.0
207,13/11/2011,26.44,2011-11-13,374457600.0
208,14/11/2011,26.35,2011-11-14,374544000.0
209,15/11/2011,26.28,2011-11-15,374630400.0
210,16/11/2011,26.56,2011-11-16,374716800.0
211,17/11/2011,26.51,2011-11-17,374803200.0
212,18/11/2011,26.99,2011-11-18,374889600.0
213,19/11/2011,26.49,2011-11-19,374976000.0
214,20/11/2011,26.16,2011-11-20,375062400.0
215,21/11/2011,26.23,2011-11-21,375148800.0
216,22/11/2011,26.16,2011-11-22,375235200.0
217,23/11/2011,26.17,2011-11-23,375321600.0
218,24/11/2011,26.13,2011-11-24,375408000.0
219,25/11/2011,26.15,2011-11-25,375494400.0
220,26/11/2011,26.59,2011-11-26,375580800.0
221,27/11/2011,26.17,2011-11-27,375667200.0
222,28/11/2011,26.06,2011-11-28,375753600.0
223,29/11/2011,26.1,2011-11-29,375840000.0
224,30/11/2011,25.99,2011-11-30,375926400.0
225,01/12/2011,26.06,2011-12-01,376012800.0
226,02/12/2011,26.51,2011-12-02,376099200.0
227,03/12/2011,26.16,2011-12-03,376185600.0
228,04/12/2011,26.08,2011-12-04,376272000.0
