,Ponto,Lat_rimas,Lon_rimas,date,lwe_thickness,distancia_csr,niveldagua_m,TWS_tavg,GWS_tavg,SoilMoist_RZ_tavg,SoilMoist_S_tavg,CanopInt_tavg,distancia_gldas
118,5200007146,-18.224722,-52.229444,2012-08-16,-15.988376,0.1444057700370735,-6.57,2267.4739,1991.4568,276.01712,4.1323066,1.2980935e-05,0.1444057700370735
119,5200007146,-18.224722,-52.229444,2012-09-13,-21.512787,0.1444057700370735,-6.68,2236.9893,1962.4946,274.4947,3.1676557,1.162293e-05,0.1444057700370735
120,5200007146,-18.224722,-52.229444,2012-11-18,-16.494375,0.1444057700370735,-6.75,2264.4617,1921.8031,342.60046,6.8929424,0.05813297,0.1444057700370735
121,5200007146,-18.224722,-52.229444,2012-12-16,-12.950213,0.1444057700370735,-6.82,2260.102,1917.3658,342.6143,7.78902,0.12193519,0.1444057700370735
124,5200007146,-18.224722,-52.229444,2013-04-21,13.725809,0.1444057700370735,-5.31,2465.0952,2124.2104,340.88007,6.6938353,0.004717931,0.1444057700370735
125,5200007146,-18.224722,-52.229444,2013-05-16,1.9919025,0.1444057700370735,-5.52,2389.7273,2088.5256,301.20038,5.7995048,0.0011778686,0.1444057700370735
126,5200007146,-18.224722,-52.229444,2013-06-16,2.0288787,0.1444057700370735,-5.71,2354.108,2049.6182,304.4893,5.8739862,0.0005553117,0.1444057700370735
127,5200007146,-18.224722,-52.229444,2013-07-16,-5.2731447,0.1444057700370735,-5.88,2302.1626,2016.4841,285.6784,5.3321095,4.875334e-05,0.1444057700370735
135,5200007146,-18.224722,-52.229444,2014-06-13,-4.5709596,0.1444057700370735,-6.38,2313.3984,2015.4604,297.93765,5.70697,0.0003208198,0.1444057700370735
136,5200007146,-18.224722,-52.229444,2014-08-16,-11.527412,0.1444057700370735,-6.7,2258.6387,1968.3795,290.25906,5.407854,0.000111556205,0.1444057700370735
137,5200007146,-18.224722,-52.229444,2014-09-16,-17.94508,0.1444057700370735,-6.93,2212.9482,1938.4769,274.46915,3.3443282,0.002188462,0.1444057700370735
141,5200007146,-18.224722,-52.229444,2015-02-15,3.1413064,0.1444057700370735,-6.84,2305.022,1982.7828,322.18982,6.771811,0.049318183,0.1444057700370735
142,5200007146,-18.224722,-52.229444,2015-03-16,3.5957003,0.1444057700370735,-6.82,2343.0464,1997.0719,345.93375,7.145039,0.04082652,0.1444057700370735
143,5200007146,-18.224722,-52.229444,2015-04-16,11.323001,0.1444057700370735,-6.62,2395.2686,2042.5782,352.60526,7.1279287,0.08512222,0.1444057700370735
144,5200007146,-18.224722,-52.229444,2015-04-27,14.372039,0.1444057700370735,-6.5,2389.956,2052.879,337.0674,6.647343,0.00974186,0.1444057700370735
145,5200007146,-18.224722,-52.229444,2015-07-15,-6.1854777,0.1444057700370735,-6.77,2303.205,2002.084,301.12088,5.776022,0.00027325485,0.1444057700370735
146,5200007146,-18.224722,-52.229444,2015-08-16,-15.153927,0.1444057700370735,-6.93,2247.7056,1971.7318,275.97375,4.1831717,1.5860698e-05,0.1444057700370735
147,5200007146,-18.224722,-52.229444,2015-09-14,-18.01915,0.1444057700370735,-7.07,2246.1167,1944.7416,301.35464,5.9861617,0.020564528,0.1444057700370735
148,5200007146,-18.224722,-52.229444,2015-12-23,-12.981281,0.1444057700370735,-6.64,2250.3713,1927.5568,322.80334,6.3362527,0.01126071,0.1444057700370735
149,5200007146,-18.224722,-52.229444,2016-01-16,1.2800502,0.1444057700370735,-6.53,2392.0686,1990.386,401.4987,8.693315,0.18399242,0.1444057700370735
150,5200007146,-18.224722,-52.229444,2016-02-14,10.794641,0.1444057700370735,-6.21,2400.44,2058.1213,342.20944,7.2384477,0.10910332,0.1444057700370735
151,5200007146,-18.224722,-52.229444,2016-03-16,14.362176,0.1444057700370735,-5.86,2473.9104,2097.0776,376.7758,7.6541367,0.05685961,0.1444057700370735
154,5200007146,-18.224722,-52.229444,2016-07-15,-10.853219,0.1444057700370735,-6.38,2272.8027,1991.237,281.56567,5.192968,4.3087137e-05,0.1444057700370735
155,5200007146,-18.224722,-52.229444,2016-08-21,-18.459877,0.1444057700370735,-6.61,2231.4148,1949.9241,281.48886,5.3743167,0.0017942246,0.1444057700370735
156,5200007146,-18.224722,-52.229444,2016-11-27,-11.477421,0.1444057700370735,-6.93,2222.7214,1901.0797,321.62708,6.277555,0.014655451,0.1444057700370735
157,5200007146,-18.224722,-52.229444,2016-12-24,-7.997577,0.1444057700370735,-6.86,2255.0332,1915.9114,339.0844,6.867361,0.037414428,0.1444057700370735
158,5200007146,-18.224722,-52.229444,2017-01-21,-5.009021,0.1444057700370735,-6.94,2307.493,1945.6107,361.7835,7.320502,0.098696165,0.1444057700370735
159,5200007146,-18.224722,-52.229444,2017-03-31,5.803351,0.1444057700370735,-5.95,2376.439,2036.251,340.1697,6.665857,0.018307691,0.1444057700370735
163,5200007146,-18.224722,-52.229444,2018-06-16,-0.7033993,0.1444057700370735,-7.19,2272.489,1987.4736,285.0094,5.4606295,0.005981389,0.1444057700370735
164,5200007146,-18.224722,-52.229444,2018-07-10,-3.7131948,0.1444057700370735,-7.35,2268.004,1988.3657,279.63815,5.123775,4.0204955e-05,0.1444057700370735
171,5200007146,-18.224722,-52.229444,2019-04-16,10.43565,0.1444057700370735,-6.87,2419.9197,2061.9712,357.80984,7.315973,0.13859946,0.1444057700370735
172,5200007146,-18.224722,-52.229444,2019-05-16,8.224324,0.1444057700370735,-6.74,2389.5508,2073.1738,316.34427,6.4614,0.0326761,0.1444057700370735
173,5200007146,-18.224722,-52.229444,2019-06-16,-6.359369,0.1444057700370735,-6.87,2337.8616,2044.5302,293.3312,5.5731993,0.00022347916,0.1444057700370735
174,5200007146,-18.224722,-52.229444,2019-07-16,-13.298631,0.1444057700370735,-7.02,2276.0962,1992.6417,283.45447,5.2620454,3.6409645e-05,0.1444057700370735
184,5200007146,-18.224722,-52.229444,2020-05-16,-8.814775,0.1444057700370735,-7.5,2315.5886,2010.0808,305.3189,6.36238,0.18894744,0.1444057700370735
185,5200007146,-18.224722,-52.229444,2020-06-16,-17.879179,0.1444057700370735,-7.65,2246.0007,1962.0863,283.91418,5.359766,0.0002138975,0.1444057700370735
186,5200007146,-18.224722,-52.229444,2020-07-16,-28.91523,0.1444057700370735,-7.79,2188.3518,1914.3055,274.0463,3.1790867,5.551827e-05,0.1444057700370735
187,5200007146,-18.224722,-52.229444,2020-08-16,-32.905674,0.1444057700370735,-7.92,2150.3787,1877.0505,273.32812,2.5772848,1.5232046e-05,0.1444057700370735
188,5200007146,-18.224722,-52.229444,2020-09-16,-39.899647,0.1444057700370735,-8.07,2096.4844,1824.5913,271.893,1.3492966,6.9215284e-06,0.1444057700370735
189,5200007146,-18.224722,-52.229444,2020-10-16,-44.03612,0.1444057700370735,-8.2,2023.7267,1750.4425,273.2802,2.7809546,0.0040481463,0.1444057700370735
190,5200007146,-18.224722,-52.229444,2020-11-16,-34.050186,0.1444057700370735,-8.27,2016.0504,1722.9049,293.13388,5.6481323,0.011561869,0.1444057700370735
191,5200007146,-18.224722,-52.229444,2020-12-16,-42.609905,0.1444057700370735,-8.34,2003.178,1705.7046,297.4651,5.6688166,0.008344584,0.1444057700370735
192,5200007146,-18.224722,-52.229444,2021-01-16,-37.2086,0.1444057700370735,-8.03,2038.7246,1719.9453,318.62952,7.1635056,0.14978652,0.1444057700370735
193,5200007146,-18.224722,-52.229444,2021-02-15,-24.049934,0.1444057700370735,-7.28,2086.9158,1773.5607,313.29932,6.457642,0.05578214,0.1444057700370735
194,5200007146,-18.224722,-52.229444,2021-03-16,-19.258644,0.1444057700370735,-7.35,2140.5376,1811.8533,328.51254,7.7026687,0.17174971,0.1444057700370735
195,5200007146,-18.224722,-52.229444,2021-04-16,-29.906937,0.1444057700370735,-7.4,2082.809,1807.5746,275.23398,4.107441,0.0004838606,0.1444057700370735
