
Id Ponto:;3500034021
Consulta em:;06/09/2024 16:22:36
Número de sequencia do nível d'agua;Data da medição;Hora da medição;Nível da água;Vazão;Bombeando;
1;18/05/2015;12:00;20,81;;N;
2;19/05/2015;12:00;20,81;;N;
3;20/05/2015;12:00;20,81;;N;
4;21/05/2015;12:00;20,81;;N;
5;22/05/2015;12:00;20,81;;N;
6;23/05/2015;12:00;20,81;;N;
7;24/05/2015;12:00;20,81;;N;
8;25/05/2015;12:00;20,81;;N;
9;26/05/2015;12:00;20,81;;N;
10;27/05/2015;12:00;20,82;;N;
11;28/05/2015;12:00;20,82;;N;
12;29/05/2015;12:00;20,82;;N;
13;30/05/2015;12:00;20,82;;N;
14;31/05/2015;12:00;20,83;;N;
15;01/06/2015;12:00;20,83;;N;
16;02/06/2015;12:00;20,83;;N;
17;03/06/2015;12:00;20,83;;N;
18;04/06/2015;12:00;20,84;;N;
19;05/06/2015;12:00;20,84;;N;
20;06/06/2015;12:00;20,84;;N;
21;07/06/2015;12:00;20,84;;N;
22;08/06/2015;12:00;20,84;;N;
23;09/06/2015;12:00;20,84;;N;
24;10/06/2015;12:00;20,85;;N;
25;11/06/2015;12:00;20,85;;N;
26;12/06/2015;12:00;20,85;;N;
27;13/06/2015;12:00;20,85;;N;
28;14/06/2015;12:00;20,85;;N;
29;15/06/2015;12:00;20,86;;N;
30;16/06/2015;12:00;20,85;;N;
31;17/06/2015;12:00;20,86;;N;
32;18/06/2015;12:00;20,86;;N;
33;19/06/2015;12:00;20,87;;N;
34;20/06/2015;12:00;20,87;;N;
35;21/06/2015;12:00;20,87;;N;
36;22/06/2015;12:00;20,87;;N;
37;23/06/2015;12:00;20,87;;N;
38;24/06/2015;12:00;20,88;;N;
39;25/06/2015;12:00;20,88;;N;
40;26/06/2015;12:00;20,88;;N;
41;27/06/2015;12:00;20,88;;N;
42;28/06/2015;12:00;20,88;;N;
43;29/06/2015;12:00;20,88;;N;
44;30/06/2015;12:00;20,88;;N;
45;01/07/2015;12:00;20,89;;N;
46;02/07/2015;12:00;20,88;;N;
47;03/07/2015;12:00;20,88;;N;
48;04/07/2015;12:00;20,89;;N;
49;05/07/2015;12:00;20,89;;N;
50;06/07/2015;12:00;20,89;;N;
51;07/07/2015;12:00;20,89;;N;
52;08/07/2015;12:00;20,90;;N;
53;09/07/2015;12:00;20,90;;N;
54;10/07/2015;12:00;20,90;;N;
55;11/07/2015;12:00;20,90;;N;
56;12/07/2015;12:00;20,90;;N;
57;13/07/2015;12:00;20,91;;N;
58;14/07/2015;12:00;20,91;;N;
59;15/07/2015;12:00;20,91;;N;
60;16/07/2015;12:00;20,91;;N;
61;17/07/2015;12:00;20,92;;N;
62;18/07/2015;12:00;20,92;;N;
63;19/07/2015;12:00;20,92;;N;
64;20/07/2015;12:00;20,92;;N;
65;21/07/2015;12:00;20,92;;N;
66;22/07/2015;12:00;20,93;;N;
67;23/07/2015;12:00;20,93;;N;
68;24/07/2015;12:00;20,92;;N;
69;25/07/2015;12:00;20,93;;N;
70;26/07/2015;12:00;20,93;;N;
71;27/07/2015;12:00;20,93;;N;
72;28/07/2015;12:00;20,93;;N;
73;29/07/2015;12:00;20,94;;N;
74;30/07/2015;12:00;20,94;;N;
75;31/07/2015;12:00;20,94;;N;
76;01/08/2015;12:00;20,94;;N;
77;02/08/2015;12:00;20,94;;N;
78;03/08/2015;12:00;20,94;;N;
79;04/08/2015;12:00;20,95;;N;
80;05/08/2015;12:00;20,95;;N;
81;06/08/2015;12:00;20,95;;N;
82;07/08/2015;12:00;20,95;;N;
83;08/08/2015;12:00;20,95;;N;
84;09/08/2015;12:00;20,96;;N;
85;10/08/2015;12:00;20,96;;N;
86;11/08/2015;12:00;20,96;;N;
87;12/08/2015;12:00;20,96;;N;
88;13/08/2015;12:00;20,97;;N;
89;14/08/2015;12:00;20,97;;N;
90;15/08/2015;12:00;20,97;;N;
91;16/08/2015;12:00;20,97;;N;
92;17/08/2015;12:00;20,97;;N;
93;18/08/2015;12:00;20,97;;N;
94;19/08/2015;12:00;20,97;;N;
95;20/08/2015;12:00;20,98;;N;
96;21/08/2015;12:00;20,98;;N;
97;22/08/2015;12:00;20,98;;N;
98;23/08/2015;12:00;20,98;;N;
99;24/08/2015;12:00;20,98;;N;
100;25/08/2015;12:00;20,98;;N;
101;26/08/2015;12:00;20,98;;N;
102;27/08/2015;12:00;20,99;;N;
103;28/08/2015;12:00;20,99;;N;
104;29/08/2015;12:00;20,99;;N;
105;30/08/2015;12:00;20,99;;N;
106;31/08/2015;12:00;21,00;;N;
107;01/09/2015;12:00;21,00;;N;
108;02/09/2015;12:00;21,00;;N;
109;03/09/2015;12:00;21,00;;N;
110;04/09/2015;12:00;21,00;;N;
111;05/09/2015;12:00;21,01;;N;
112;06/09/2015;12:00;21,00;;N;
113;07/09/2015;12:00;21,00;;N;
114;08/09/2015;12:00;21,01;;N;
115;09/09/2015;12:00;21,01;;N;
116;10/09/2015;12:00;21,01;;N;
117;11/09/2015;12:00;21,02;;N;
118;12/09/2015;12:00;21,02;;N;
119;13/09/2015;12:00;21,02;;N;
120;14/09/2015;12:00;21,02;;N;
121;15/09/2015;12:00;21,02;;N;
122;16/09/2015;12:00;21,02;;N;
123;17/09/2015;12:00;21,02;;N;
124;18/09/2015;12:00;21,02;;N;
125;19/09/2015;12:00;21,03;;N;
126;20/09/2015;12:00;21,03;;N;
127;21/09/2015;12:00;21,03;;N;
128;22/09/2015;12:00;21,03;;N;
129;23/09/2015;12:00;21,03;;N;
130;24/09/2015;12:00;21,03;;N;
131;25/09/2015;12:00;21,03;;N;
132;26/09/2015;12:00;21,04;;N;
133;27/09/2015;12:00;21,03;;N;
134;28/09/2015;12:00;21,04;;N;
135;29/09/2015;12:00;21,04;;N;
136;30/09/2015;12:00;21,04;;N;
137;01/10/2015;12:00;21,04;;N;
138;02/10/2015;12:00;21,04;;N;
139;03/10/2015;12:00;21,05;;N;
140;04/10/2015;12:00;21,05;;N;
141;05/10/2015;12:00;21,05;;N;
142;06/10/2015;12:00;21,05;;N;
143;07/10/2015;12:00;21,05;;N;
144;08/10/2015;12:00;21,05;;N;
145;09/10/2015;12:00;21,06;;N;
146;10/10/2015;12:00;21,06;;N;
147;11/10/2015;12:00;21,06;;N;
148;12/10/2015;12:00;21,06;;N;
149;13/10/2015;12:00;21,06;;N;
150;14/10/2015;12:00;21,07;;N;
151;15/10/2015;12:00;21,07;;N;
152;16/10/2015;12:00;21,07;;N;
153;17/10/2015;12:00;21,07;;N;
154;18/10/2015;12:00;21,08;;N;
155;19/10/2015;12:00;21,08;;N;
156;20/10/2015;12:00;21,08;;N;
157;21/10/2015;12:00;21,08;;N;
158;22/10/2015;12:00;21,08;;N;
159;23/10/2015;12:00;21,09;;N;
160;24/10/2015;12:00;21,08;;N;
161;25/10/2015;12:00;21,09;;N;
162;26/10/2015;12:00;21,09;;N;
163;27/10/2015;12:00;21,09;;N;
164;28/10/2015;12:00;21,09;;N;
165;29/10/2015;12:00;21,10;;N;
166;30/10/2015;12:00;21,09;;N;
167;31/10/2015;12:00;21,10;;N;
168;01/11/2015;12:00;21,10;;N;
169;02/11/2015;12:00;21,10;;N;
170;03/11/2015;12:00;21,10;;N;
171;04/11/2015;12:00;21,11;;N;
172;05/11/2015;12:00;21,11;;N;
173;06/11/2015;12:00;21,10;;N;
174;07/11/2015;12:00;21,11;;N;
175;08/11/2015;12:00;21,11;;N;
176;09/11/2015;12:00;21,12;;N;
177;10/11/2015;12:00;21,11;;N;
178;11/11/2015;12:00;21,11;;N;
179;12/11/2015;12:00;21,11;;N;
180;13/11/2015;12:00;21,12;;N;
181;14/11/2015;12:00;21,12;;N;
182;15/11/2015;12:00;21,12;;N;
183;16/11/2015;12:00;21,12;;N;
184;17/11/2015;12:00;21,12;;N;
185;18/11/2015;12:00;21,12;;N;
186;19/11/2015;12:00;21,12;;N;
187;20/11/2015;12:00;21,13;;N;
188;21/11/2015;12:00;21,13;;N;
189;22/11/2015;12:00;21,13;;N;
190;23/11/2015;12:00;21,13;;N;
191;24/11/2015;12:00;21,13;;N;
192;25/11/2015;12:00;21,14;;N;
193;26/11/2015;12:00;21,14;;N;
194;27/11/2015;12:00;21,13;;N;
195;28/11/2015;12:00;21,14;;N;
196;29/11/2015;12:00;21,15;;N;
197;30/11/2015;12:00;21,14;;N;
198;01/12/2015;12:00;21,15;;N;
199;02/12/2015;12:00;21,15;;N;
200;03/12/2015;12:00;21,15;;N;
201;04/12/2015;12:00;21,14;;N;
202;05/12/2015;12:00;21,15;;N;
203;06/12/2015;12:00;21,15;;N;
204;07/12/2015;12:00;21,15;;N;
205;08/12/2015;12:00;21,16;;N;
206;09/12/2015;12:00;21,15;;N;
207;10/12/2015;12:00;21,16;;N;
208;11/12/2015;12:00;21,16;;N;
209;12/12/2015;12:00;21,16;;N;
210;13/12/2015;12:00;21,16;;N;
211;14/12/2015;12:00;21,16;;N;
212;15/12/2015;12:00;21,16;;N;
213;16/12/2015;12:00;21,16;;N;
214;17/12/2015;12:00;21,16;;N;
215;18/12/2015;12:00;21,16;;N;
216;19/12/2015;12:00;21,17;;N;
217;20/12/2015;12:00;21,17;;N;
218;21/12/2015;12:00;21,16;;N;
219;22/12/2015;12:00;21,17;;N;
220;23/12/2015;12:00;21,17;;N;
221;24/12/2015;12:00;21,17;;N;
222;25/12/2015;12:00;21,17;;N;
223;26/12/2015;12:00;21,17;;N;
224;27/12/2015;12:00;21,17;;N;
225;28/12/2015;12:00;21,17;;N;
226;29/12/2015;12:00;21,17;;N;
227;30/12/2015;12:00;21,17;;N;
228;31/12/2015;12:00;21,16;;N;
229;01/01/2016;12:00;21,16;;N;
230;02/01/2016;12:00;21,16;;N;
231;03/01/2016;12:00;21,16;;N;
232;04/01/2016;12:00;21,16;;N;
233;05/01/2016;12:00;21,16;;N;
234;06/01/2016;12:00;21,16;;N;
235;07/01/2016;12:00;21,15;;N;
236;08/01/2016;12:00;21,15;;N;
237;09/01/2016;12:00;21,15;;N;
238;10/01/2016;12:00;21,14;;N;
239;11/01/2016;12:00;21,14;;N;
240;12/01/2016;12:00;21,12;;N;
241;13/01/2016;12:00;21,12;;N;
242;14/01/2016;12:00;21,11;;N;
243;15/01/2016;12:00;21,10;;N;
244;16/01/2016;12:00;21,10;;N;
245;17/01/2016;12:00;21,09;;N;
246;18/01/2016;12:00;21,08;;N;
