
Id Ponto:;3100020035
Consulta em:;06/09/2024 13:07:03
Número de sequencia do nível d'agua;Data da medição;Hora da medição;Nível da água;Vazão;Bombeando;
1;28/07/2010;20:00;8,43;;N;
2;29/07/2010;06:00;8,42;;N;
3;30/07/2010;21:00;8,40;;N;
4;31/07/2010;06:00;8,40;;N;
5;01/08/2010;14:00;8,41;;N;
6;02/08/2010;09:00;8,47;;N;
7;03/08/2010;02:00;8,47;;N;
8;04/08/2010;13:00;8,47;;N;
9;05/08/2010;02:00;8,49;;N;
10;06/08/2010;07:00;8,47;;N;
11;07/08/2010;20:00;8,46;;N;
12;08/08/2010;14:00;8,46;;N;
13;09/08/2010;16:00;8,48;;N;
14;10/08/2010;07:00;8,50;;N;
15;11/08/2010;13:00;8,49;;N;
16;12/08/2010;08:00;8,49;;N;
17;13/08/2010;01:00;8,53;;N;
18;14/08/2010;13:00;8,53;;N;
19;15/08/2010;23:00;8,52;;N;
20;16/08/2010;17:00;8,55;;N;
21;17/08/2010;02:00;8,54;;N;
22;18/08/2010;01:00;8,53;;N;
23;19/08/2010;14:00;8,52;;N;
24;20/08/2010;13:00;8,55;;N;
25;21/08/2010;21:00;8,56;;N;
26;22/08/2010;21:00;8,55;;N;
27;23/08/2010;18:00;8,55;;N;
28;24/08/2010;19:00;8,56;;N;
29;25/08/2010;15:00;8,57;;N;
30;26/08/2010;22:00;8,57;;N;
31;27/08/2010;02:00;8,57;;N;
32;28/08/2010;19:00;8,57;;N;
33;29/08/2010;18:00;8,59;;N;
34;30/08/2010;18:00;8,61;;N;
35;31/08/2010;06:00;8,62;;N;
36;01/09/2010;07:00;8,64;;N;
37;02/09/2010;02:00;8,66;;N;
38;03/09/2010;23:00;8,64;;N;
39;04/09/2010;06:00;8,64;;N;
40;05/09/2010;05:00;8,66;;N;
41;06/09/2010;22:00;8,65;;N;
42;07/09/2010;20:00;8,65;;N;
43;08/09/2010;17:00;8,66;;N;
44;09/09/2010;19:00;8,67;;N;
45;10/09/2010;07:00;8,68;;N;
46;11/09/2010;03:00;8,68;;N;
47;12/09/2010;15:00;8,69;;N;
48;13/09/2010;07:00;8,69;;N;
49;14/09/2010;17:00;8,71;;N;
50;15/09/2010;19:00;8,72;;N;
51;16/09/2010;07:00;8,70;;N;
52;17/09/2010;10:00;8,72;;N;
53;18/09/2010;01:00;8,74;;N;
54;19/09/2010;13:00;8,74;;N;
55;20/09/2010;00:00;8,74;;N;
56;21/09/2010;12:00;8,75;;N;
57;22/09/2010;00:00;8,77;;N;
58;23/09/2010;04:00;8,76;;N;
59;24/09/2010;15:00;8,77;;N;
60;25/09/2010;03:00;8,77;;N;
61;26/09/2010;20:00;8,76;;N;
62;27/09/2010;18:00;8,77;;N;
63;28/09/2010;18:00;8,77;;N;
64;29/09/2010;09:00;8,79;;N;
65;30/09/2010;17:00;8,80;;N;
66;01/10/2010;07:00;8,81;;N;
67;02/10/2010;10:00;8,83;;N;
68;03/10/2010;02:00;8,84;;N;
69;04/10/2010;19:00;8,81;;N;
70;05/10/2010;19:00;8,81;;N;
71;06/10/2010;06:00;8,81;;N;
