# Processado em: 2025-02-26T11:41:50.436248
,data_da_medicao,niveldagua_m,date,tempo_s
0,19/04/2011,24.0,2011-04-19,356486400.0
1,20/04/2011,23.96,2011-04-20,356572800.0
2,21/04/2011,23.93,2011-04-21,356659200.0
3,22/04/2011,23.89,2011-04-22,356745600.0
4,23/04/2011,23.86,2011-04-23,356832000.0
5,24/04/2011,23.82,2011-04-24,356918400.0
6,25/04/2011,23.79,2011-04-25,357004800.0
7,26/04/2011,23.75,2011-04-26,357091200.0
8,27/04/2011,23.73,2011-04-27,357177600.0
9,28/04/2011,23.69,2011-04-28,357264000.0
10,29/04/2011,23.66,2011-04-29,357350400.0
11,30/04/2011,23.63,2011-04-30,357436800.0
12,01/05/2011,23.61,2011-05-01,357523200.0
13,02/05/2011,23.58,2011-05-02,357609600.0
14,03/05/2011,23.55,2011-05-03,357696000.0
15,04/05/2011,23.52,2011-05-04,357782400.0
16,05/05/2011,23.49,2011-05-05,357868800.0
17,06/05/2011,23.47,2011-05-06,357955200.0
18,07/05/2011,23.45,2011-05-07,358041600.0
19,08/05/2011,23.43,2011-05-08,358128000.0
20,09/05/2011,23.41,2011-05-09,358214400.0
21,10/05/2011,23.39,2011-05-10,358300800.0
22,11/05/2011,23.37,2011-05-11,358387200.0
23,12/05/2011,23.35,2011-05-12,358473600.0
24,13/05/2011,23.33,2011-05-13,358560000.0
25,14/05/2011,23.31,2011-05-14,358646400.0
26,15/05/2011,23.29,2011-05-15,358732800.0
27,16/05/2011,23.27,2011-05-16,358819200.0
28,17/05/2011,23.26,2011-05-17,358905600.0
29,18/05/2011,23.24,2011-05-18,358992000.0
30,19/05/2011,23.22,2011-05-19,359078400.0
31,20/05/2011,23.2,2011-05-20,359164800.0
32,21/05/2011,23.19,2011-05-21,359251200.0
33,22/05/2011,23.17,2011-05-22,359337600.0
34,23/05/2011,23.15,2011-05-23,359424000.0
35,24/05/2011,23.14,2011-05-24,359510400.0
36,25/05/2011,23.12,2011-05-25,359596800.0
37,26/05/2011,23.11,2011-05-26,359683200.0
38,27/05/2011,23.09,2011-05-27,359769600.0
39,28/05/2011,23.07,2011-05-28,359856000.0
40,29/05/2011,23.06,2011-05-29,359942400.0
41,30/05/2011,23.04,2011-05-30,360028800.0
42,31/05/2011,23.03,2011-05-31,360115200.0
43,01/06/2011,23.01,2011-06-01,360201600.0
