
Id Ponto:;3100020113
Consulta em:;06/09/2024 14:17:30
Número de sequencia do nível d'agua;Data da medição;Hora da medição;Nível da água;Vazão;Bombeando;
1;19/04/2011;20:00;24,00;;;
2;20/04/2011;21:00;23,96;;;
3;21/04/2011;14:00;23,93;;;
4;22/04/2011;9:00;23,89;;;
5;23/04/2011;11:00;23,86;;;
6;24/04/2011;11:00;23,82;;;
7;25/04/2011;10:00;23,79;;;
8;26/04/2011;20:00;23,75;;;
9;27/04/2011;12:00;23,73;;;
10;28/04/2011;12:00;23,69;;;
11;29/04/2011;23:00;23,66;;;
12;30/04/2011;10:00;23,63;;;
13;01/05/2011;20:00;23,61;;;
14;02/05/2011;23:00;23,58;;;
15;03/05/2011;12:00;23,55;;;
16;04/05/2011;23:00;23,52;;;
17;05/05/2011;11:00;23,49;;;
18;06/05/2011;8:00;23,47;;;
19;07/05/2011;17:00;23,45;;;
20;08/05/2011;20:00;23,43;;;
21;09/05/2011;9:00;23,41;;;
22;10/05/2011;23:00;23,39;;;
23;11/05/2011;19:00;23,37;;;
24;12/05/2011;21:00;23,35;;;
25;13/05/2011;23:00;23,33;;;
26;14/05/2011;8:00;23,31;;;
27;15/05/2011;12:00;23,29;;;
28;16/05/2011;21:00;23,27;;;
29;17/05/2011;12:00;23,26;;;
30;18/05/2011;4:00;23,24;;;
31;19/05/2011;4:00;23,22;;;
32;20/05/2011;19:00;23,20;;;
33;21/05/2011;8:00;23,19;;;
34;22/05/2011;19:00;23,17;;;
35;23/05/2011;10:00;23,15;;;
36;24/05/2011;9:00;23,14;;;
37;25/05/2011;4:00;23,12;;;
38;26/05/2011;0:00;23,11;;;
39;27/05/2011;21:00;23,09;;;
40;28/05/2011;22:00;23,07;;;
41;29/05/2011;10:00;23,06;;;
42;30/05/2011;10:00;23,04;;;
43;31/05/2011;23:00;23,03;;;
44;01/06/2011;22:00;23,01;;;
45;02/06/2011;3:00;23,00;;;
46;03/06/2011;21:00;22,99;;;
47;04/06/2011;20:00;22,97;;;
48;05/06/2011;5:00;22,96;;;
49;06/06/2011;19:00;22,95;;;
50;07/06/2011;21:00;22,93;;;
51;08/06/2011;20:00;22,92;;;
52;09/06/2011;4:00;22,92;;;
53;10/06/2011;19:00;22,90;;;
54;11/06/2011;22:00;22,89;;;
55;12/06/2011;4:00;22,89;;;
56;13/06/2011;18:00;22,88;;;
57;14/06/2011;8:00;22,86;;;
58;15/06/2011;1:00;22,85;;;
59;16/06/2011;11:00;22,84;;;
60;17/06/2011;20:00;22,83;;;
61;18/06/2011;13:00;22,82;;;
62;19/06/2011;10:00;22,81;;;
63;20/06/2011;21:00;22,80;;;
64;21/06/2011;1:00;22,80;;;
65;22/06/2011;13:00;22,79;;;
66;23/06/2011;19:00;22,78;;;
67;24/06/2011;0:00;22,78;;;
68;25/06/2011;22:00;22,77;;;
69;26/06/2011;5:00;22,77;;;
70;27/06/2011;18:00;22,76;;;
71;28/06/2011;5:00;22,76;;;
72;29/06/2011;12:00;22,75;;;
73;30/06/2011;22:00;22,74;;;
74;01/07/2011;19:00;22,74;;;
75;02/07/2011;18:00;22,73;;;
76;03/07/2011;14:00;22,73;;;
77;04/07/2011;13:00;22,73;;;
78;05/07/2011;19:00;22,72;;;
79;06/07/2011;10:00;22,72;;;
80;07/07/2011;18:00;22,71;;;
81;08/07/2011;19:00;22,71;;;
82;09/07/2011;17:00;22,71;;;
83;10/07/2011;3:00;22,71;;;
84;11/07/2011;21:00;22,70;;;
85;12/07/2011;8:00;22,70;;;
86;13/07/2011;5:00;22,71;;;
87;14/07/2011;0:00;22,71;;;
88;15/07/2011;12:00;22,71;;;
89;16/07/2011;12:00;22,71;;;
90;17/07/2011;19:00;22,71;;;
91;18/07/2011;5:00;22,71;;;
92;19/07/2011;20:00;22,71;;;
93;20/07/2011;21:00;22,71;;;
94;21/07/2011;17:00;22,71;;;
95;22/07/2011;21:00;22,71;;;
96;23/07/2011;8:00;22,71;;;
97;24/07/2011;9:00;22,70;;;
98;25/07/2011;6:00;22,70;;;
99;26/07/2011;1:00;22,71;;;
100;27/07/2011;14:00;22,70;;;
101;28/07/2011;12:00;22,70;;;
102;29/07/2011;19:00;22,71;;;
103;30/07/2011;20:00;22,71;;;
104;31/07/2011;14:00;22,72;;;
105;01/08/2011;7:00;22,73;;;
106;02/08/2011;1:00;22,74;;;
107;03/08/2011;8:00;22,75;;;
108;04/08/2011;12:00;22,75;;;
109;05/08/2011;8:00;22,76;;;
110;06/08/2011;7:00;22,77;;;
111;07/08/2011;5:00;22,77;;;
112;08/08/2011;17:00;22,78;;;
113;09/08/2011;2:00;22,79;;;
114;10/08/2011;11:00;22,79;;;
115;11/08/2011;11:00;22,80;;;
116;12/08/2011;3:00;22,81;;;
117;13/08/2011;7:00;22,81;;;
118;14/08/2011;7:00;22,82;;;
119;15/08/2011;1:00;22,83;;;
120;16/08/2011;19:00;22,84;;;
121;17/08/2011;18:00;22,84;;;
122;18/08/2011;18:00;22,85;;;
123;19/08/2011;14:00;22,85;;;
124;20/08/2011;13:00;22,86;;;
125;21/08/2011;6:00;22,88;;;
126;22/08/2011;8:00;22,88;;;
127;23/08/2011;13:00;22,89;;;
128;24/08/2011;4:00;22,90;;;
129;25/08/2011;13:00;22,90;;;
130;26/08/2011;5:00;22,91;;;
131;27/08/2011;6:00;22,92;;;
132;28/08/2011;2:00;22,93;;;
133;29/08/2011;3:00;22,93;;;
134;30/08/2011;21:00;22,94;;;
135;31/08/2011;16:00;22,95;;;
136;01/09/2011;15:00;22,96;;;
137;02/09/2011;7:00;22,96;;;
138;03/09/2011;13:00;22,97;;;
139;04/09/2011;2:00;22,98;;;
140;05/09/2011;13:00;22,98;;;
141;06/09/2011;4:00;22,99;;;
142;07/09/2011;5:00;22,99;;;
143;08/09/2011;7:00;23,00;;;
144;09/09/2011;17:00;23,01;;;
145;10/09/2011;12:00;23,01;;;
146;11/09/2011;5:00;23,03;;;
147;12/09/2011;1:00;23,03;;;
148;13/09/2011;9:00;23,04;;;
149;14/09/2011;4:00;23,05;;;
150;15/09/2011;20:00;23,05;;;
151;16/09/2011;0:00;23,07;;;
152;17/09/2011;18:00;23,07;;;
153;18/09/2011;13:00;23,08;;;
154;19/09/2011;5:00;23,09;;;
155;20/09/2011;12:00;23,10;;;
